,Property ID,Latitude,Longitude
1051200,ab-29102902,41.68421,-86.20011
1051201,ab-29103344,41.6954,-86.2079
1051202,ab-29103616,39.77,-86.14399999999998
1051203,ab-29105232,38.65689479721325,-87.18426809449545
1051204,ab-29107881,39.17419,-86.53735999999998
1051205,ab-29116276,41.13458,-85.04825
1051206,ab-29117262,39.03001,-87.22235
1051207,ab-29124290,39.88634,-86.16511
1051208,ab-29126141,41.70222921068297,-86.85767568226022
1051209,ab-29127841,39.74712,-86.1316
1051210,ab-29129044,39.79193,-86.15363
1051211,ab-29131727,39.89959,-87.23463000000002
1051212,ab-29132383,40.46051,-85.49438
1051213,ab-29135023,39.81118081967404,-86.16685926193135
1051214,ab-29138984,41.6908,-86.21717
1051215,ab-29145287,39.85925,-86.1328
1051216,ab-29146795,41.06706665948876,-85.14200714776861
1051217,ab-29147804,41.70513,-86.2708
1051218,ab-29157659,39.75322834062922,-86.14718200166504
1051219,ab-29157690,39.78983,-86.1533
1051220,ab-29160573,39.14264,-86.55236
1051221,ab-29162509,41.71065,-86.19873
1051222,ab-29163679,39.881,-87.221
1051223,ab-29165759,41.71112,-86.25105
1051224,ab-29173110,39.7195,-86.22424000000002
1051225,ab-29175494,39.13911,-86.54996
1051226,ab-29179560,40.41146,-86.83252
1051227,ab-29181499,41.75163,-86.12453000000002
1051228,ab-29182958,39.82031,-86.26831
1051229,ab-29185097,39.14388,-86.55255
1051230,ab-29186406,39.79097,-86.1449
1051231,ab-29186736,41.69331047926197,-86.25879809541262
1051232,ab-29187722,39.142,-86.49700000000001
1051233,ab-29187886,39.7565,-86.13355
1051234,ab-29199491,41.75068,-86.27459
1051235,ab-29200016,39.40683,-86.55292
1051236,ab-29200426,39.85103,-86.12151
1051237,ab-29204038,40.03902,-86.31951
1051238,ab-29206208,39.16643,-86.5433
1051239,ab-29207281,40.28062,-86.51590999999998
1051240,ab-29208309,39.76234,-86.26084
1051241,ab-29211898,41.74766,-86.16066
1051242,ab-29212451,39.79594,-86.15167
1051243,ab-29214383,39.162,-86.538
1051244,ab-29214455,39.97245,-85.94815
1051245,ab-29215388,41.75573,-86.20628
1051246,ab-29219019,41.09771,-85.14145
1051247,ab-29220270,41.68467,-86.23964000000002
1051248,ab-29234079,41.17611,-86.41211
1051249,ab-29236677,41.71813,-86.23374
1051250,ab-29237214,41.60568,-86.71683
1051251,ab-29237811,41.67502,-86.23169
1051252,ab-29238620,39.21045,-86.24938
1051253,ab-29239029,40.342020509765575,-87.30899880977333
1051254,ab-29239605,39.74549,-86.15084
1051255,ab-29240096,41.68535,-86.24710999999998
1051256,ab-2924058,39.83111,-84.88139
1051257,ab-29241518,41.68593,-86.24828000000002
1051258,ab-29256635,39.777,-86.147
1051259,ab-29256740,39.8451,-84.8914
1051260,ab-2926053,39.84378297115134,-86.14185632627905
1051261,ab-29263480,41.07677,-85.12866
1051262,ab-29264328,40.42821,-86.8327
1051263,ab-2926923,39.84187576267247,-86.14160581516118
1051264,ab-2926963,39.84349,-86.14047
1051265,ab-2927009,39.842116300002616,-86.14226320589893
1051266,ab-29275880,39.78384000000001,-86.55034
1051267,ab-29275985,39.84952,-86.14741
1051268,ab-29283846,41.71214000000001,-86.25111
1051269,ab-29284022,39.75476,-86.12773
1051270,ab-29302763,39.75611382561807,-86.16260453079302
1051271,ab-29305213,41.51127,-87.04290999999998
1051272,ab-29306168,39.77832,-87.01119
1051273,ab-29308602,40.03682,-86.31933000000002
1051274,ab-29311421,41.69018,-86.25543
1051275,ab-29315774,39.85017027564457,-86.13431752322927
1051276,ab-2932398,39.84377503011532,-86.14255210139058
1051277,ab-29327890,39.77803,-86.11791
1051278,ab-29336465,41.74857,-86.34756999999998
1051279,ab-29337537,40.419,-86.895
1051280,ab-29339666,39.2096,-86.37246
1051281,ab-29341054,41.6936,-86.26083
1051282,ab-29353828,41.54684,-85.80898
1051283,ab-29354065,39.40498,-86.55202
1051284,ab-29355214,41.04993,-85.13561999999997
1051285,ab-29356487,40.41925,-86.9618
1051286,ab-29359050,41.74068,-86.69492
1051287,ab-29359510,39.34289,-86.56653
1051288,ab-29362485,40.28772,-86.08946
1051289,ab-29362656,41.49151,-87.49058000000002
1051290,ab-29365025,41.67752,-86.19943
1051291,ab-29365676,39.61802,-86.03588
1051292,ab-29367989,40.35662,-86.8557
1051293,ab-29368838,39.17547,-86.55881
1051294,ab-29388876,41.10065,-85.09491
1051295,ab-29392802,41.68317,-86.24798
1051296,ab-29396765,39.08618,-86.42727
1051297,ab-29401336,40.13009994784054,-85.68802008319635
1051298,ab-29405158,41.04188043567461,-85.13399986372855
1051299,ab-29409923,38.29608,-85.69004
1051300,ab-29410178,41.68893,-86.32653
1051301,ab-29414517,39.80231034276017,-86.15571551636316
1051302,ab-29415902,39.95532,-85.94059
1051303,ab-29419719,38.49947,-85.71821
1051304,ab-29433215,39.09447,-84.84418000000002
1051305,ab-29433736,39.10049,-84.84965
1051306,ab-29435207,39.74041247283709,-86.3197531147371
1051307,ab-29440132,39.77444000000001,-86.33555
1051308,ab-29441106,40.74800000000001,-86.756
1051309,ab-29449693,39.18141,-86.53692
1051310,ab-29459578,39.73749,-86.12708
1051311,ab-29461012,39.79069000000001,-86.15145
1051312,ab-29468117,41.6838,-86.24735
1051313,ab-29476363,39.40671,-86.55133000000002
1051314,ab-29477474,39.51753259738958,-87.20792652514511
1051315,ab-29478379,39.71564,-86.02115
1051316,ab-29484511,41.44782,-86.13344000000002
1051317,ab-29489657,39.7816,-86.24082
1051318,ab-29490632,39.802,-86.15799999999999
1051319,ab-29490840,38.73584,-85.382
1051320,ab-29490902,39.20389866930525,-86.2372464327969
1051321,ab-29491214,39.263463354171655,-86.27522497945331
1051322,ab-29491802,39.802,-86.15799999999999
1051323,ab-29493159,39.80550972047369,-86.16640083168993
1051324,ab-29498004,41.68519000000001,-86.24695
1051325,ab-29507577,40.03777075939257,-86.31863966635922
1051326,ab-29511534,39.142,-86.49700000000001
1051327,ab-29513097,41.63819,-86.16311
1051328,ab-29519463,41.57001,-87.49219000000002
1051329,ab-29520408,39.58456,-86.11780999999998
1051330,ab-29521164,39.43706,-87.40441
1051331,ab-29529963,40.468,-86.88799999999998
1051332,ab-29531914,40.03682,-86.89809
1051333,ab-29532246,38.86331,-86.48689
1051334,ab-29534009,39.74216,-86.1527
1051335,ab-29534583,39.807,-85.348
1051336,ab-29539293,39.4993,-87.39896
1051337,ab-29541596,40.0533,-86.29035999999998
1051338,ab-29559900,41.68722,-86.24054
1051339,ab-29563716,39.86746,-86.26249
1051340,ab-29563870,38.29834,-85.69131
1051341,ab-29574645,39.77897,-86.11964
1051342,ab-29582700,41.57381,-87.50125
1051343,ab-29587596,41.75241,-86.81294
1051344,ab-29588903,39.807,-85.348
1051345,ab-29589300,39.807,-85.348
1051346,ab-29590567,41.72563,-86.89358
1051347,ab-29592775,39.99045,-86.12273
1051348,ab-29596056,37.96235,-87.51284
1051349,ab-29608086,39.15519000000001,-86.52024
1051350,ab-29611764,39.17011,-86.53085
1051351,ab-29613474,41.63057,-85.91766
1051352,ab-29614188,39.8491,-86.1218
1051353,ab-29614236,41.63801334580378,-86.16352219600083
1051354,ab-29615606,41.6383,-86.16448000000004
1051355,ab-29621843,41.69272,-86.22270999999998
1051356,ab-29630365,39.77248,-86.13023000000004
1051357,ab-29631495,39.75112,-86.14901
1051358,ab-29633794,39.74203,-86.38134000000002
1051359,ab-29649058,39.92478,-86.14517
1051360,ab-29649626,39.43427,-87.41317
1051361,ab-29652343,39.75593929636511,-86.1460967203163
1051362,ab-29653296,41.72606,-86.87971999999998
1051363,ab-29658506,41.68125,-86.22844
1051364,ab-29674205,39.75646,-86.1479
1051365,ab-29674547,41.687,-86.259
1051366,ab-29676080,39.76904,-86.13559000000002
1051367,ab-29678078,40.02197,-86.14365
1051368,ab-29681403,40.12366,-86.22893
1051369,ab-29682265,38.65194258836183,-87.17441091478165
1051370,ab-29699141,39.83053,-86.14855
1051371,ab-29699447,41.6801,-86.22876
1051372,ab-29704318,39.87795,-86.14251
1051373,ab-29708012,41.61313,-86.21781999999996
1051374,ab-29709072,39.61995,-86.03656
1051375,ab-29727915,41.33634,-85.76371
1051376,ab-29737048,39.84442,-86.14602
1051377,ab-29740565,39.75172,-86.15948
1051378,ab-29741305,39.75656,-86.16017
1051379,ab-29743221,41.09336,-85.0642
1051380,ab-29755393,39.74782,-86.1519
1051381,ab-29755813,39.15577,-86.52757
1051382,ab-29756139,39.78788,-86.11251999999998
1051383,ab-29759509,39.81634,-86.14877
1051384,ab-29773306,39.14836678467776,-86.54264214805191
1051385,ab-29775272,39.82161,-86.14133000000002
1051386,ab-29778798,39.78447,-86.11847
1051387,ab-29782851,39.03003,-86.50613
1051388,ab-29795745,41.68963,-86.22081999999996
1051389,ab-29796916,39.75116,-86.15614000000002
1051390,ab-2979867,39.90840955396592,-86.22567551685455
1051391,ab-29799103,39.744,-86.147
1051392,ab-29800516,40.20024,-85.42055
1051393,ab-29800561,39.93417,-86.14629000000002
1051394,ab-29803968,39.75528,-86.14041999999998
1051395,ab-29817102,39.14411,-86.55145999999998
1051396,ab-29824385,39.75655,-86.18074
1051397,ab-29827497,39.83,-86.15009
1051398,ab-29828669,41.66787,-86.22384
1051399,ab-29828862,41.61567,-87.2268
1051400,ab-29829112,41.75564,-86.22554000000002
1051401,ab-29829231,38.70874105286921,-86.91960399148623
1051402,ab-29829248,41.47502531242065,-87.03239965212092
1051403,ab-29830239,41.6495,-86.11726
1051404,ab-29845546,39.80461239519639,-86.37644493633712
1051405,ab-29848915,39.75668,-86.16059
1051406,ab-29851987,39.75844,-86.16118
1051407,ab-29853081,40.03911,-86.31891999999998
1051408,ab-29856955,39.93727,-85.94944
1051409,ab-29874742,39.71379,-86.11565
1051410,ab-29875412,41.68503,-86.22384
1051411,ab-29876088,37.96936232447879,-87.36933734731936
1051412,ab-29880595,39.138275588627046,-86.50476372924841
1051413,ab-29897268,41.6197,-87.22981
1051414,ab-29901380,39.70167,-86.01241999999998
1051415,ab-29901852,39.15838,-86.51619000000002
1051416,ab-29904667,39.03654,-86.49056
1051417,ab-29908482,39.76934,-86.12644
1051418,ab-29916540,40.48038,-86.97128000000002
1051419,ab-29917024,39.87618,-86.14375
1051420,ab-29937035,39.25047,-85.88084
1051421,ab-29940600,41.05133,-85.14822
1051422,ab-29958271,38.29454000000001,-85.81342
1051423,ab-29960485,39.78752,-86.15126
1051424,ab-29962619,39.84357,-86.14453
1051425,ab-29965314,39.95343,-86.12558
1051426,ab-29965458,41.70637,-85.88894
1051427,ab-29967248,39.80317,-86.15906
1051428,ab-29978853,39.18568,-86.55311
1051429,ab-29979079,39.75451,-86.1954
